network_id,network,perturbation_type,modification_type,noise_level,parquet_path
astro_sbm,astro_sbm,hub_target,addition,0.3,data/perturbed_networks/astro_sbm/perturbed_hub_target/ca-AstroPH_gcc_sbm_targeted_hub_addition_noise_0p3.parquet
astro_sbm,astro_sbm,hub_target,removal,0.3,data/perturbed_networks/astro_sbm/perturbed_hub_target/ca-AstroPH_gcc_sbm_targeted_hub_removal_noise_0p3.parquet
astro_sbm,astro_sbm,hub_target,removal,0.4,data/perturbed_networks/astro_sbm/perturbed_hub_target/ca-AstroPH_gcc_sbm_targeted_hub_removal_noise_0p4.parquet
astro_sbm,astro_sbm,hub_target,addition,0.5,data/perturbed_networks/astro_sbm/perturbed_hub_target/ca-AstroPH_gcc_sbm_targeted_hub_addition_noise_0p5.parquet
astro_sbm,astro_sbm,hub_target,removal,0.5,data/perturbed_networks/astro_sbm/perturbed_hub_target/ca-AstroPH_gcc_sbm_targeted_hub_removal_noise_0p5.parquet
astro_sbm,astro_sbm,hub_target,addition,1.0,data/perturbed_networks/astro_sbm/perturbed_hub_target/ca-AstroPH_gcc_sbm_targeted_hub_addition_noise_1p0.parquet
astro_sbm,astro_sbm,hub_target,addition,1.5,data/perturbed_networks/astro_sbm/perturbed_hub_target/ca-AstroPH_gcc_sbm_targeted_hub_addition_noise_1p5.parquet
astro_sbm,astro_sbm,hub_target,addition,2.0,data/perturbed_networks/astro_sbm/perturbed_hub_target/ca-AstroPH_gcc_sbm_targeted_hub_addition_noise_2p0.parquet
astro_sbm,astro_sbm,periphery_target,removal,0.02,data/perturbed_networks/astro_sbm/perturbed_periphery_target/ca-AstroPH_gcc_sbm_targeted_periphery_removal_noise_0p02.parquet
astro_sbm,astro_sbm,periphery_target,addition,0.05,data/perturbed_networks/astro_sbm/perturbed_periphery_target/ca-AstroPH_gcc_sbm_targeted_periphery_addition_noise_0p05.parquet
astro_sbm,astro_sbm,periphery_target,removal,0.05,data/perturbed_networks/astro_sbm/perturbed_periphery_target/ca-AstroPH_gcc_sbm_targeted_periphery_removal_noise_0p05.parquet
astro_sbm,astro_sbm,periphery_target,addition,0.1,data/perturbed_networks/astro_sbm/perturbed_periphery_target/ca-AstroPH_gcc_sbm_targeted_periphery_addition_noise_0p1.parquet
astro_sbm,astro_sbm,periphery_target,removal,0.1,data/perturbed_networks/astro_sbm/perturbed_periphery_target/ca-AstroPH_gcc_sbm_targeted_periphery_removal_noise_0p1.parquet
astro_sbm,astro_sbm,periphery_target,addition,0.15,data/perturbed_networks/astro_sbm/perturbed_periphery_target/ca-AstroPH_gcc_sbm_targeted_periphery_addition_noise_0p15.parquet
astro_sbm,astro_sbm,periphery_target,removal,0.15,data/perturbed_networks/astro_sbm/perturbed_periphery_target/ca-AstroPH_gcc_sbm_targeted_periphery_removal_noise_0p15.parquet
astro_sbm,astro_sbm,periphery_target,addition,0.2,data/perturbed_networks/astro_sbm/perturbed_periphery_target/ca-AstroPH_gcc_sbm_targeted_periphery_addition_noise_0p2.parquet
astro_sbm,astro_sbm,periphery_target,removal,0.2,data/perturbed_networks/astro_sbm/perturbed_periphery_target/ca-AstroPH_gcc_sbm_targeted_periphery_removal_noise_0p2.parquet
astro_sbm,astro_sbm,periphery_target,removal,0.25,data/perturbed_networks/astro_sbm/perturbed_periphery_target/ca-AstroPH_gcc_sbm_targeted_periphery_removal_noise_0p25.parquet
astro_sbm,astro_sbm,periphery_target,addition,0.3,data/perturbed_networks/astro_sbm/perturbed_periphery_target/ca-AstroPH_gcc_sbm_targeted_periphery_addition_noise_0p3.parquet
astro_sbm,astro_sbm,periphery_target,removal,0.3,data/perturbed_networks/astro_sbm/perturbed_periphery_target/ca-AstroPH_gcc_sbm_targeted_periphery_removal_noise_0p3.parquet
astro_sbm,astro_sbm,periphery_target,removal,0.4,data/perturbed_networks/astro_sbm/perturbed_periphery_target/ca-AstroPH_gcc_sbm_targeted_periphery_removal_noise_0p4.parquet
astro_sbm,astro_sbm,periphery_target,addition,0.5,data/perturbed_networks/astro_sbm/perturbed_periphery_target/ca-AstroPH_gcc_sbm_targeted_periphery_addition_noise_0p5.parquet
astro_sbm,astro_sbm,periphery_target,removal,0.5,data/perturbed_networks/astro_sbm/perturbed_periphery_target/ca-AstroPH_gcc_sbm_targeted_periphery_removal_noise_0p5.parquet
astro_sbm,astro_sbm,periphery_target,addition,1.0,data/perturbed_networks/astro_sbm/perturbed_periphery_target/ca-AstroPH_gcc_sbm_targeted_periphery_addition_noise_1p0.parquet
astro_sbm,astro_sbm,periphery_target,addition,1.5,data/perturbed_networks/astro_sbm/perturbed_periphery_target/ca-AstroPH_gcc_sbm_targeted_periphery_addition_noise_1p5.parquet
astro_sbm,astro_sbm,periphery_target,addition,2.0,data/perturbed_networks/astro_sbm/perturbed_periphery_target/ca-AstroPH_gcc_sbm_targeted_periphery_addition_noise_2p0.parquet
astro_sbm,astro_sbm,random_target,removal,0.02,data/perturbed_networks/astro_sbm/perturbed_random_target/ca-AstroPH_gcc_sbm_removed_edges_noise_0p02.parquet
astro_sbm,astro_sbm,random_target,addition,0.05,data/perturbed_networks/astro_sbm/perturbed_random_target/ca-AstroPH_gcc_sbm_added_edges_noise_0p05.parquet
astro_sbm,astro_sbm,random_target,removal,0.05,data/perturbed_networks/astro_sbm/perturbed_random_target/ca-AstroPH_gcc_sbm_removed_edges_noise_0p05.parquet
astro_sbm,astro_sbm,random_target,addition,0.1,data/perturbed_networks/astro_sbm/perturbed_random_target/ca-AstroPH_gcc_sbm_added_edges_noise_0p1.parquet
astro_sbm,astro_sbm,random_target,removal,0.1,data/perturbed_networks/astro_sbm/perturbed_random_target/ca-AstroPH_gcc_sbm_removed_edges_noise_0p1.parquet
astro_sbm,astro_sbm,random_target,addition,0.15,data/perturbed_networks/astro_sbm/perturbed_random_target/ca-AstroPH_gcc_sbm_added_edges_noise_0p15.parquet
astro_sbm,astro_sbm,random_target,removal,0.15,data/perturbed_networks/astro_sbm/perturbed_random_target/ca-AstroPH_gcc_sbm_removed_edges_noise_0p15.parquet
astro_sbm,astro_sbm,random_target,addition,0.2,data/perturbed_networks/astro_sbm/perturbed_random_target/ca-AstroPH_gcc_sbm_added_edges_noise_0p2.parquet
astro_sbm,astro_sbm,random_target,removal,0.2,data/perturbed_networks/astro_sbm/perturbed_random_target/ca-AstroPH_gcc_sbm_removed_edges_noise_0p2.parquet
astro_sbm,astro_sbm,random_target,removal,0.25,data/perturbed_networks/astro_sbm/perturbed_random_target/ca-AstroPH_gcc_sbm_removed_edges_noise_0p25.parquet
astro_sbm,astro_sbm,random_target,addition,0.3,data/perturbed_networks/astro_sbm/perturbed_random_target/ca-AstroPH_gcc_sbm_added_edges_noise_0p3.parquet
astro_sbm,astro_sbm,random_target,removal,0.3,data/perturbed_networks/astro_sbm/perturbed_random_target/ca-AstroPH_gcc_sbm_removed_edges_noise_0p3.parquet
astro_sbm,astro_sbm,random_target,removal,0.4,data/perturbed_networks/astro_sbm/perturbed_random_target/ca-AstroPH_gcc_sbm_removed_edges_noise_0p4.parquet
astro_sbm,astro_sbm,random_target,addition,0.5,data/perturbed_networks/astro_sbm/perturbed_random_target/ca-AstroPH_gcc_sbm_added_edges_noise_0p5.parquet
astro_sbm,astro_sbm,random_target,removal,0.5,data/perturbed_networks/astro_sbm/perturbed_random_target/ca-AstroPH_gcc_sbm_removed_edges_noise_0p5.parquet
astro_sbm,astro_sbm,random_target,addition,1.0,data/perturbed_networks/astro_sbm/perturbed_random_target/ca-AstroPH_gcc_sbm_added_edges_noise_1p0.parquet
astro_sbm,astro_sbm,random_target,addition,1.5,data/perturbed_networks/astro_sbm/perturbed_random_target/ca-AstroPH_gcc_sbm_added_edges_noise_1p5.parquet
astro_sbm,astro_sbm,random_target,addition,2.0,data/perturbed_networks/astro_sbm/perturbed_random_target/ca-AstroPH_gcc_sbm_added_edges_noise_2p0.parquet
power,power,hub_target,removal,0.02,data/perturbed_networks/power/perturbed_hub_target/western_us_power_grid_targeted_hub_removal_noise_0p02.parquet
power,power,hub_target,addition,0.05,data/perturbed_networks/power/perturbed_hub_target/western_us_power_grid_targeted_hub_addition_noise_0p05.parquet
power,power,hub_target,removal,0.05,data/perturbed_networks/power/perturbed_hub_target/western_us_power_grid_targeted_hub_removal_noise_0p05.parquet
power,power,hub_target,addition,0.1,data/perturbed_networks/power/perturbed_hub_target/western_us_power_grid_targeted_hub_addition_noise_0p1.parquet
power,power,hub_target,removal,0.1,data/perturbed_networks/power/perturbed_hub_target/western_us_power_grid_targeted_hub_removal_noise_0p1.parquet
power,power,hub_target,addition,0.15,data/perturbed_networks/power/perturbed_hub_target/western_us_power_grid_targeted_hub_addition_noise_0p15.parquet
power,power,hub_target,removal,0.15,data/perturbed_networks/power/perturbed_hub_target/western_us_power_grid_targeted_hub_removal_noise_0p15.parquet
power,power,hub_target,addition,0.2,data/perturbed_networks/power/perturbed_hub_target/western_us_power_grid_targeted_hub_addition_noise_0p2.parquet
power,power,hub_target,removal,0.2,data/perturbed_networks/power/perturbed_hub_target/western_us_power_grid_targeted_hub_removal_noise_0p2.parquet
power,power,hub_target,removal,0.25,data/perturbed_networks/power/perturbed_hub_target/western_us_power_grid_targeted_hub_removal_noise_0p25.parquet
power,power,hub_target,addition,0.3,data/perturbed_networks/power/perturbed_hub_target/western_us_power_grid_targeted_hub_addition_noise_0p3.parquet
power,power,hub_target,removal,0.3,data/perturbed_networks/power/perturbed_hub_target/western_us_power_grid_targeted_hub_removal_noise_0p3.parquet
power,power,hub_target,removal,0.4,data/perturbed_networks/power/perturbed_hub_target/western_us_power_grid_targeted_hub_removal_noise_0p4.parquet
power,power,hub_target,addition,0.5,data/perturbed_networks/power/perturbed_hub_target/western_us_power_grid_targeted_hub_addition_noise_0p5.parquet
power,power,hub_target,removal,0.5,data/perturbed_networks/power/perturbed_hub_target/western_us_power_grid_targeted_hub_removal_noise_0p5.parquet
power,power,hub_target,addition,1.0,data/perturbed_networks/power/perturbed_hub_target/western_us_power_grid_targeted_hub_addition_noise_1p0.parquet
power,power,hub_target,addition,1.5,data/perturbed_networks/power/perturbed_hub_target/western_us_power_grid_targeted_hub_addition_noise_1p5.parquet
power,power,hub_target,addition,2.0,data/perturbed_networks/power/perturbed_hub_target/western_us_power_grid_targeted_hub_addition_noise_2p0.parquet
power,power,periphery_target,removal,0.02,data/perturbed_networks/power/perturbed_periphery_target/western_us_power_grid_targeted_periphery_removal_noise_0p02.parquet
power,power,periphery_target,addition,0.05,data/perturbed_networks/power/perturbed_periphery_target/western_us_power_grid_targeted_periphery_addition_noise_0p05.parquet
power,power,periphery_target,removal,0.05,data/perturbed_networks/power/perturbed_periphery_target/western_us_power_grid_targeted_periphery_removal_noise_0p05.parquet
power,power,periphery_target,addition,0.1,data/perturbed_networks/power/perturbed_periphery_target/western_us_power_grid_targeted_periphery_addition_noise_0p1.parquet
power,power,periphery_target,removal,0.1,data/perturbed_networks/power/perturbed_periphery_target/western_us_power_grid_targeted_periphery_removal_noise_0p1.parquet
power,power,periphery_target,addition,0.15,data/perturbed_networks/power/perturbed_periphery_target/western_us_power_grid_targeted_periphery_addition_noise_0p15.parquet
power,power,periphery_target,removal,0.15,data/perturbed_networks/power/perturbed_periphery_target/western_us_power_grid_targeted_periphery_removal_noise_0p15.parquet
power,power,periphery_target,addition,0.2,data/perturbed_networks/power/perturbed_periphery_target/western_us_power_grid_targeted_periphery_addition_noise_0p2.parquet
power,power,periphery_target,removal,0.2,data/perturbed_networks/power/perturbed_periphery_target/western_us_power_grid_targeted_periphery_removal_noise_0p2.parquet
power,power,periphery_target,removal,0.25,data/perturbed_networks/power/perturbed_periphery_target/western_us_power_grid_targeted_periphery_removal_noise_0p25.parquet
power,power,periphery_target,addition,0.3,data/perturbed_networks/power/perturbed_periphery_target/western_us_power_grid_targeted_periphery_addition_noise_0p3.parquet
power,power,periphery_target,removal,0.3,data/perturbed_networks/power/perturbed_periphery_target/western_us_power_grid_targeted_periphery_removal_noise_0p3.parquet
power,power,periphery_target,removal,0.4,data/perturbed_networks/power/perturbed_periphery_target/western_us_power_grid_targeted_periphery_removal_noise_0p4.parquet
power,power,periphery_target,addition,0.5,data/perturbed_networks/power/perturbed_periphery_target/western_us_power_grid_targeted_periphery_addition_noise_0p5.parquet
power,power,periphery_target,removal,0.5,data/perturbed_networks/power/perturbed_periphery_target/western_us_power_grid_targeted_periphery_removal_noise_0p5.parquet
power,power,periphery_target,addition,1.0,data/perturbed_networks/power/perturbed_periphery_target/western_us_power_grid_targeted_periphery_addition_noise_1p0.parquet
power,power,periphery_target,addition,1.5,data/perturbed_networks/power/perturbed_periphery_target/western_us_power_grid_targeted_periphery_addition_noise_1p5.parquet
power,power,periphery_target,addition,2.0,data/perturbed_networks/power/perturbed_periphery_target/western_us_power_grid_targeted_periphery_addition_noise_2p0.parquet
power,power,random_target,removal,0.02,data/perturbed_networks/power/perturbed_random_target/western_us_power_grid_removed_edges_noise_0p02.parquet
power,power,random_target,addition,0.05,data/perturbed_networks/power/perturbed_random_target/western_us_power_grid_added_edges_noise_0p05.parquet
power,power,random_target,removal,0.05,data/perturbed_networks/power/perturbed_random_target/western_us_power_grid_removed_edges_noise_0p05.parquet
power,power,random_target,addition,0.1,data/perturbed_networks/power/perturbed_random_target/western_us_power_grid_added_edges_noise_0p1.parquet
power,power,random_target,removal,0.1,data/perturbed_networks/power/perturbed_random_target/western_us_power_grid_removed_edges_noise_0p1.parquet
power,power,random_target,addition,0.15,data/perturbed_networks/power/perturbed_random_target/western_us_power_grid_added_edges_noise_0p15.parquet
power,power,random_target,removal,0.15,data/perturbed_networks/power/perturbed_random_target/western_us_power_grid_removed_edges_noise_0p15.parquet
power,power,random_target,addition,0.2,data/perturbed_networks/power/perturbed_random_target/western_us_power_grid_added_edges_noise_0p2.parquet
power,power,random_target,removal,0.2,data/perturbed_networks/power/perturbed_random_target/western_us_power_grid_removed_edges_noise_0p2.parquet
power,power,random_target,removal,0.25,data/perturbed_networks/power/perturbed_random_target/western_us_power_grid_removed_edges_noise_0p25.parquet
power,power,random_target,addition,0.3,data/perturbed_networks/power/perturbed_random_target/western_us_power_grid_added_edges_noise_0p3.parquet
power,power,random_target,removal,0.3,data/perturbed_networks/power/perturbed_random_target/western_us_power_grid_removed_edges_noise_0p3.parquet
power,power,random_target,removal,0.4,data/perturbed_networks/power/perturbed_random_target/western_us_power_grid_removed_edges_noise_0p4.parquet
power,power,random_target,addition,0.5,data/perturbed_networks/power/perturbed_random_target/western_us_power_grid_added_edges_noise_0p5.parquet
power,power,random_target,removal,0.5,data/perturbed_networks/power/perturbed_random_target/western_us_power_grid_removed_edges_noise_0p5.parquet
power,power,random_target,addition,1.0,data/perturbed_networks/power/perturbed_random_target/western_us_power_grid_added_edges_noise_1p0.parquet
power,power,random_target,addition,1.5,data/perturbed_networks/power/perturbed_random_target/western_us_power_grid_added_edges_noise_1p5.parquet
power,power,random_target,addition,2.0,data/perturbed_networks/power/perturbed_random_target/western_us_power_grid_added_edges_noise_2p0.parquet
power_conf,power_conf,hub_target,removal,0.02,data/perturbed_networks/power_conf/perturbed_hub_target/western_us_power_grid_config_targeted_hub_removal_noise_0p02.parquet
power_conf,power_conf,hub_target,addition,0.05,data/perturbed_networks/power_conf/perturbed_hub_target/western_us_power_grid_config_targeted_hub_addition_noise_0p05.parquet
power_conf,power_conf,hub_target,removal,0.05,data/perturbed_networks/power_conf/perturbed_hub_target/western_us_power_grid_config_targeted_hub_removal_noise_0p05.parquet
power_conf,power_conf,hub_target,addition,0.1,data/perturbed_networks/power_conf/perturbed_hub_target/western_us_power_grid_config_targeted_hub_addition_noise_0p1.parquet
power_conf,power_conf,hub_target,removal,0.1,data/perturbed_networks/power_conf/perturbed_hub_target/western_us_power_grid_config_targeted_hub_removal_noise_0p1.parquet
power_conf,power_conf,hub_target,addition,0.15,data/perturbed_networks/power_conf/perturbed_hub_target/western_us_power_grid_config_targeted_hub_addition_noise_0p15.parquet
power_conf,power_conf,hub_target,removal,0.15,data/perturbed_networks/power_conf/perturbed_hub_target/western_us_power_grid_config_targeted_hub_removal_noise_0p15.parquet
power_conf,power_conf,hub_target,addition,0.2,data/perturbed_networks/power_conf/perturbed_hub_target/western_us_power_grid_config_targeted_hub_addition_noise_0p2.parquet
power_conf,power_conf,hub_target,removal,0.2,data/perturbed_networks/power_conf/perturbed_hub_target/western_us_power_grid_config_targeted_hub_removal_noise_0p2.parquet
power_conf,power_conf,hub_target,removal,0.25,data/perturbed_networks/power_conf/perturbed_hub_target/western_us_power_grid_config_targeted_hub_removal_noise_0p25.parquet
power_conf,power_conf,hub_target,addition,0.3,data/perturbed_networks/power_conf/perturbed_hub_target/western_us_power_grid_config_targeted_hub_addition_noise_0p3.parquet
power_conf,power_conf,hub_target,removal,0.3,data/perturbed_networks/power_conf/perturbed_hub_target/western_us_power_grid_config_targeted_hub_removal_noise_0p3.parquet
power_conf,power_conf,hub_target,removal,0.4,data/perturbed_networks/power_conf/perturbed_hub_target/western_us_power_grid_config_targeted_hub_removal_noise_0p4.parquet
power_conf,power_conf,hub_target,addition,0.5,data/perturbed_networks/power_conf/perturbed_hub_target/western_us_power_grid_config_targeted_hub_addition_noise_0p5.parquet
power_conf,power_conf,hub_target,removal,0.5,data/perturbed_networks/power_conf/perturbed_hub_target/western_us_power_grid_config_targeted_hub_removal_noise_0p5.parquet
power_conf,power_conf,hub_target,addition,1.0,data/perturbed_networks/power_conf/perturbed_hub_target/western_us_power_grid_config_targeted_hub_addition_noise_1p0.parquet
power_conf,power_conf,hub_target,addition,1.5,data/perturbed_networks/power_conf/perturbed_hub_target/western_us_power_grid_config_targeted_hub_addition_noise_1p5.parquet
power_conf,power_conf,hub_target,addition,2.0,data/perturbed_networks/power_conf/perturbed_hub_target/western_us_power_grid_config_targeted_hub_addition_noise_2p0.parquet
power_conf,power_conf,periphery_target,removal,0.02,data/perturbed_networks/power_conf/perturbed_periphery_target/western_us_power_grid_config_targeted_periphery_removal_noise_0p02.parquet
power_conf,power_conf,periphery_target,addition,0.05,data/perturbed_networks/power_conf/perturbed_periphery_target/western_us_power_grid_config_targeted_periphery_addition_noise_0p05.parquet
power_conf,power_conf,periphery_target,removal,0.05,data/perturbed_networks/power_conf/perturbed_periphery_target/western_us_power_grid_config_targeted_periphery_removal_noise_0p05.parquet
power_conf,power_conf,periphery_target,addition,0.1,data/perturbed_networks/power_conf/perturbed_periphery_target/western_us_power_grid_config_targeted_periphery_addition_noise_0p1.parquet
power_conf,power_conf,periphery_target,removal,0.1,data/perturbed_networks/power_conf/perturbed_periphery_target/western_us_power_grid_config_targeted_periphery_removal_noise_0p1.parquet
power_conf,power_conf,periphery_target,addition,0.15,data/perturbed_networks/power_conf/perturbed_periphery_target/western_us_power_grid_config_targeted_periphery_addition_noise_0p15.parquet
power_conf,power_conf,periphery_target,removal,0.15,data/perturbed_networks/power_conf/perturbed_periphery_target/western_us_power_grid_config_targeted_periphery_removal_noise_0p15.parquet
power_conf,power_conf,periphery_target,addition,0.2,data/perturbed_networks/power_conf/perturbed_periphery_target/western_us_power_grid_config_targeted_periphery_addition_noise_0p2.parquet
power_conf,power_conf,periphery_target,removal,0.2,data/perturbed_networks/power_conf/perturbed_periphery_target/western_us_power_grid_config_targeted_periphery_removal_noise_0p2.parquet
power_conf,power_conf,periphery_target,removal,0.25,data/perturbed_networks/power_conf/perturbed_periphery_target/western_us_power_grid_config_targeted_periphery_removal_noise_0p25.parquet
power_conf,power_conf,periphery_target,addition,0.3,data/perturbed_networks/power_conf/perturbed_periphery_target/western_us_power_grid_config_targeted_periphery_addition_noise_0p3.parquet
power_conf,power_conf,periphery_target,removal,0.3,data/perturbed_networks/power_conf/perturbed_periphery_target/western_us_power_grid_config_targeted_periphery_removal_noise_0p3.parquet
power_conf,power_conf,periphery_target,removal,0.4,data/perturbed_networks/power_conf/perturbed_periphery_target/western_us_power_grid_config_targeted_periphery_removal_noise_0p4.parquet
power_conf,power_conf,periphery_target,addition,0.5,data/perturbed_networks/power_conf/perturbed_periphery_target/western_us_power_grid_config_targeted_periphery_addition_noise_0p5.parquet
power_conf,power_conf,periphery_target,removal,0.5,data/perturbed_networks/power_conf/perturbed_periphery_target/western_us_power_grid_config_targeted_periphery_removal_noise_0p5.parquet
power_conf,power_conf,periphery_target,addition,1.0,data/perturbed_networks/power_conf/perturbed_periphery_target/western_us_power_grid_config_targeted_periphery_addition_noise_1p0.parquet
power_conf,power_conf,periphery_target,addition,1.5,data/perturbed_networks/power_conf/perturbed_periphery_target/western_us_power_grid_config_targeted_periphery_addition_noise_1p5.parquet
power_conf,power_conf,periphery_target,addition,2.0,data/perturbed_networks/power_conf/perturbed_periphery_target/western_us_power_grid_config_targeted_periphery_addition_noise_2p0.parquet
power_conf,power_conf,random_target,removal,0.02,data/perturbed_networks/power_conf/perturbed_random_target/western_us_power_grid_config_removed_edges_noise_0p02.parquet
power_conf,power_conf,random_target,addition,0.05,data/perturbed_networks/power_conf/perturbed_random_target/western_us_power_grid_config_added_edges_noise_0p05.parquet
power_conf,power_conf,random_target,removal,0.05,data/perturbed_networks/power_conf/perturbed_random_target/western_us_power_grid_config_removed_edges_noise_0p05.parquet
power_conf,power_conf,random_target,addition,0.1,data/perturbed_networks/power_conf/perturbed_random_target/western_us_power_grid_config_added_edges_noise_0p1.parquet
power_conf,power_conf,random_target,removal,0.1,data/perturbed_networks/power_conf/perturbed_random_target/western_us_power_grid_config_removed_edges_noise_0p1.parquet
power_conf,power_conf,random_target,addition,0.15,data/perturbed_networks/power_conf/perturbed_random_target/western_us_power_grid_config_added_edges_noise_0p15.parquet
power_conf,power_conf,random_target,removal,0.15,data/perturbed_networks/power_conf/perturbed_random_target/western_us_power_grid_config_removed_edges_noise_0p15.parquet
power_conf,power_conf,random_target,addition,0.2,data/perturbed_networks/power_conf/perturbed_random_target/western_us_power_grid_config_added_edges_noise_0p2.parquet
power_conf,power_conf,random_target,removal,0.2,data/perturbed_networks/power_conf/perturbed_random_target/western_us_power_grid_config_removed_edges_noise_0p2.parquet
power_conf,power_conf,random_target,removal,0.25,data/perturbed_networks/power_conf/perturbed_random_target/western_us_power_grid_config_removed_edges_noise_0p25.parquet
power_conf,power_conf,random_target,addition,0.3,data/perturbed_networks/power_conf/perturbed_random_target/western_us_power_grid_config_added_edges_noise_0p3.parquet
power_conf,power_conf,random_target,removal,0.3,data/perturbed_networks/power_conf/perturbed_random_target/western_us_power_grid_config_removed_edges_noise_0p3.parquet
power_conf,power_conf,random_target,removal,0.4,data/perturbed_networks/power_conf/perturbed_random_target/western_us_power_grid_config_removed_edges_noise_0p4.parquet
power_conf,power_conf,random_target,addition,0.5,data/perturbed_networks/power_conf/perturbed_random_target/western_us_power_grid_config_added_edges_noise_0p5.parquet
power_conf,power_conf,random_target,removal,0.5,data/perturbed_networks/power_conf/perturbed_random_target/western_us_power_grid_config_removed_edges_noise_0p5.parquet
power_conf,power_conf,random_target,addition,1.0,data/perturbed_networks/power_conf/perturbed_random_target/western_us_power_grid_config_added_edges_noise_1p0.parquet
power_conf,power_conf,random_target,addition,1.5,data/perturbed_networks/power_conf/perturbed_random_target/western_us_power_grid_config_added_edges_noise_1p5.parquet
power_conf,power_conf,random_target,addition,2.0,data/perturbed_networks/power_conf/perturbed_random_target/western_us_power_grid_config_added_edges_noise_2p0.parquet
power_er,power_er,hub_target,removal,0.02,data/perturbed_networks/power_er/perturbed_hub_target/western_us_power_grid_er_targeted_hub_removal_noise_0p02.parquet
power_er,power_er,hub_target,addition,0.05,data/perturbed_networks/power_er/perturbed_hub_target/western_us_power_grid_er_targeted_hub_addition_noise_0p05.parquet
power_er,power_er,hub_target,removal,0.05,data/perturbed_networks/power_er/perturbed_hub_target/western_us_power_grid_er_targeted_hub_removal_noise_0p05.parquet
power_er,power_er,hub_target,addition,0.1,data/perturbed_networks/power_er/perturbed_hub_target/western_us_power_grid_er_targeted_hub_addition_noise_0p1.parquet
power_er,power_er,hub_target,removal,0.1,data/perturbed_networks/power_er/perturbed_hub_target/western_us_power_grid_er_targeted_hub_removal_noise_0p1.parquet
power_er,power_er,hub_target,addition,0.15,data/perturbed_networks/power_er/perturbed_hub_target/western_us_power_grid_er_targeted_hub_addition_noise_0p15.parquet
power_er,power_er,hub_target,removal,0.15,data/perturbed_networks/power_er/perturbed_hub_target/western_us_power_grid_er_targeted_hub_removal_noise_0p15.parquet
power_er,power_er,hub_target,addition,0.2,data/perturbed_networks/power_er/perturbed_hub_target/western_us_power_grid_er_targeted_hub_addition_noise_0p2.parquet
power_er,power_er,hub_target,removal,0.2,data/perturbed_networks/power_er/perturbed_hub_target/western_us_power_grid_er_targeted_hub_removal_noise_0p2.parquet
power_er,power_er,hub_target,removal,0.25,data/perturbed_networks/power_er/perturbed_hub_target/western_us_power_grid_er_targeted_hub_removal_noise_0p25.parquet
power_er,power_er,hub_target,addition,0.3,data/perturbed_networks/power_er/perturbed_hub_target/western_us_power_grid_er_targeted_hub_addition_noise_0p3.parquet
power_er,power_er,hub_target,removal,0.3,data/perturbed_networks/power_er/perturbed_hub_target/western_us_power_grid_er_targeted_hub_removal_noise_0p3.parquet
power_er,power_er,hub_target,removal,0.4,data/perturbed_networks/power_er/perturbed_hub_target/western_us_power_grid_er_targeted_hub_removal_noise_0p4.parquet
power_er,power_er,hub_target,addition,0.5,data/perturbed_networks/power_er/perturbed_hub_target/western_us_power_grid_er_targeted_hub_addition_noise_0p5.parquet
power_er,power_er,hub_target,removal,0.5,data/perturbed_networks/power_er/perturbed_hub_target/western_us_power_grid_er_targeted_hub_removal_noise_0p5.parquet
power_er,power_er,hub_target,addition,1.0,data/perturbed_networks/power_er/perturbed_hub_target/western_us_power_grid_er_targeted_hub_addition_noise_1p0.parquet
power_er,power_er,hub_target,addition,1.5,data/perturbed_networks/power_er/perturbed_hub_target/western_us_power_grid_er_targeted_hub_addition_noise_1p5.parquet
power_er,power_er,hub_target,addition,2.0,data/perturbed_networks/power_er/perturbed_hub_target/western_us_power_grid_er_targeted_hub_addition_noise_2p0.parquet
power_er,power_er,periphery_target,removal,0.02,data/perturbed_networks/power_er/perturbed_periphery_target/western_us_power_grid_er_targeted_periphery_removal_noise_0p02.parquet
power_er,power_er,periphery_target,addition,0.05,data/perturbed_networks/power_er/perturbed_periphery_target/western_us_power_grid_er_targeted_periphery_addition_noise_0p05.parquet
power_er,power_er,periphery_target,removal,0.05,data/perturbed_networks/power_er/perturbed_periphery_target/western_us_power_grid_er_targeted_periphery_removal_noise_0p05.parquet
power_er,power_er,periphery_target,addition,0.1,data/perturbed_networks/power_er/perturbed_periphery_target/western_us_power_grid_er_targeted_periphery_addition_noise_0p1.parquet
power_er,power_er,periphery_target,removal,0.1,data/perturbed_networks/power_er/perturbed_periphery_target/western_us_power_grid_er_targeted_periphery_removal_noise_0p1.parquet
power_er,power_er,periphery_target,addition,0.15,data/perturbed_networks/power_er/perturbed_periphery_target/western_us_power_grid_er_targeted_periphery_addition_noise_0p15.parquet
power_er,power_er,periphery_target,removal,0.15,data/perturbed_networks/power_er/perturbed_periphery_target/western_us_power_grid_er_targeted_periphery_removal_noise_0p15.parquet
power_er,power_er,periphery_target,addition,0.2,data/perturbed_networks/power_er/perturbed_periphery_target/western_us_power_grid_er_targeted_periphery_addition_noise_0p2.parquet
power_er,power_er,periphery_target,removal,0.2,data/perturbed_networks/power_er/perturbed_periphery_target/western_us_power_grid_er_targeted_periphery_removal_noise_0p2.parquet
power_er,power_er,periphery_target,removal,0.25,data/perturbed_networks/power_er/perturbed_periphery_target/western_us_power_grid_er_targeted_periphery_removal_noise_0p25.parquet
